County & State,FIPS,2017,2018,2019,2020,2021
"Nash County,  North Carolina",37127,123984,133729,144152,134105,143505
"Alamance County,  North Carolina",37001,148622,161562,157969,172146,185361
"Greene County,  North Carolina",37079,93106,87791,90635,92442,98237
"Pitt County,  North Carolina",37147,146390,154480,154365,162453,172636
"Burleigh County,  North Dakota",38015,252132,267141,283238,279588,287644
"Morton County,  North Dakota",38059,197954,188404,207749,211850,217954
"Cass County,  North Dakota",38017,218396,230053,235966,249131,256164
"Adams County,  North Dakota",38001,145454,147773,156403,123276,124750
"Barnes County,  North Dakota",38003,112579,119523,124870,143822,145541
"Benson County,  North Dakota",38005,73361,70265,77361,79438,80387
"Billings County,  North Dakota",38007,167601,188973,190879,202816,205240
"Bottineau County,  North Dakota",38009,134727,143285,157034,152671,154496
"Bowman County,  North Dakota",38011,155720,152565,156929,151145,152952
"Burke County,  North Dakota",38013,126999,117586,120350,116360,117751
"Cavalier County,  North Dakota",38019,100006,97393,103638,106290,107560
"Dickey County,  North Dakota",38021,106120,112588,110680,120123,121559
"Divide County,  North Dakota",38023,115809,153789,167439,153790,155628
"Dunn County,  North Dakota",38025,168870,172146,198762,195798,198138
"Eddy County,  North Dakota",38027,79013,75670,87766,89202,90268
"Emmons County,  North Dakota",38029,92163,94028,106896,98662,99841
"Foster County,  North Dakota",38031,111080,128090,134330,145958,147703
"Golden Valley County,  North Dakota",38033,123422,122276,126131,118190,119603
"Grant County,  North Dakota",38037,86626,81382,81670,83201,84196
"Griggs County,  North Dakota",38039,96430,93619,103218,99272,100458
"Hettinger County,  North Dakota",38041,110388,110345,116672,113105,114457
"Kidder County,  North Dakota",38043,101045,106469,110260,116360,117751
"LaMoure County,  North Dakota",38045,98277,92906,108473,109545,110854
"Logan County,  North Dakota",38047,81897,80566,88607,88287,89342
"McHenry County,  North Dakota",38049,124230,119013,129495,119106,120530
"McIntosh County,  North Dakota",38051,72438,73733,80514,78421,79358
"McKenzie County,  North Dakota",38053,228851,217835,222727,242687,245588
"McLean County,  North Dakota",38055,150529,162458,171329,177387,179508
"Mercer County,  North Dakota",38057,157566,169495,184152,180846,183007
"Mountrail County,  North Dakota",38061,152605,173166,176479,168539,170553
"Nelson County,  North Dakota",38063,84434,80260,89553,85744,86769
"Oliver County,  North Dakota",38065,138763,175206,186675,193865,196182
"Pembina County,  North Dakota",38067,88702,87195,94283,94898,96033
"Pierce County,  North Dakota",38069,112926,112588,120666,130803,132366
"Ramsey County,  North Dakota",38071,118117,132985,159872,167521,169524
"Ransom County,  North Dakota",38073,119500,122991,129495,123785,125264
"Renville County,  North Dakota",38075,136111,128396,147574,137007,138645
"Richland County,  North Dakota",38077,117655,118299,130651,130091,131646
"Rolette County,  North Dakota",38079,79590,75161,85559,85439,86460
"Sargent County,  North Dakota",38081,89856,98311,110785,112087,113427
"Sheridan County,  North Dakota",38083,80282,86583,87661,85846,86872
"Sioux County,  North Dakota",38085,76360,77812,87241,85235,86254
"Slope County,  North Dakota",38087,116616,91070,94073,103544,104781
"Stark County,  North Dakota",38089,237848,232724,250266,243094,246000
"Steele County,  North Dakota",38091,86396,73427,82301,86761,87798
"Stutsman County,  North Dakota",38093,128267,133495,153565,158164,160054
"Towner County,  North Dakota",38095,81204,74447,77886,71403,72256
"Traill County,  North Dakota",38097,121808,129721,146523,153180,155011
"Walsh County,  North Dakota",38099,86973,85359,89974,92661,93768
"Ward County,  North Dakota",38101,219486,210696,214844,224277,226958
"Wells County,  North Dakota",38103,85011,85869,102902,96424,97576
"Williams County,  North Dakota",38105,232312,243636,269080,251638,254646
"Grand Forks County,  North Dakota",38035,209082,204924,216747,217967,222570
"Washington County,  Ohio",39167,123743,118072,133480,140564,144885
"Clark County,  Ohio",39023,107312,127208,125854,126254,132321
"Allen County,  Ohio",39003,120983,124728,125279,135920,144897
"Lawrence County,  Ohio",39087,103525,102918,110371,110938,114344
"Carroll County,  Ohio",39019,125076,122923,130770,133639,140764
"Stark County,  Ohio",39151,133978,139250,144702,152761,160905
"Adams County,  Ohio",39001,96631,102838,105448,111240,117061
"Ashland County,  Ohio",39005,132799,128023,131441,135643,142742
"Ashtabula County,  Ohio",39007,113114,118998,118602,135431,142520
"Athens County,  Ohio",39009,131247,162022,124601,153602,161641
"Auglaize County,  Ohio",39011,146541,150164,151331,155609,163753
"Champaign County,  Ohio",39021,135438,132955,132809,140291,147633
"Clinton County,  Ohio",39027,131919,129807,131862,135643,142742
"Columbiana County,  Ohio",39029,115328,107035,108289,122649,129068
"Coshocton County,  Ohio",39031,106085,100214,105237,104796,110280
"Crawford County,  Ohio",39033,95312,89826,91767,93387,98274
"Darke County,  Ohio",39037,120817,118788,120917,130255,137072
"Defiance County,  Ohio",39039,119717,118264,123864,126663,133292
"Fayette County,  Ohio",39047,118068,114276,118602,119902,126177
"Gallia County,  Ohio",39053,104327,108295,111762,116416,122509
"Guernsey County,  Ohio",39059,105096,108189,112183,121170,127512
"Hancock County,  Ohio",39063,148640,140091,160908,171878,180873
"Hardin County,  Ohio",39065,103337,100109,103553,111240,117061
"Harrison County,  Ohio",39067,93883,92974,94503,97929,103054
"Henry County,  Ohio",39069,122026,121936,128284,132262,139184
"Highland County,  Ohio",39071,113781,113122,117550,124022,130513
"Hocking County,  Ohio",39073,121585,124245,133335,140291,147633
"Holmes County,  Ohio",39075,177102,192874,211211,220473,232011
"Huron County,  Ohio",39077,127632,124665,127126,131629,138517
"Jackson County,  Ohio",39079,100259,98535,99554,102894,108279
"Knox County,  Ohio",39083,145661,145757,155646,164272,172869
"Logan County,  Ohio",39091,131260,133479,135861,139340,146633
"Marion County,  Ohio",39101,96775,103048,116497,124868,131403
"Meigs County,  Ohio",39105,93333,91715,97765,100359,105611
"Mercer County,  Ohio",39107,143132,144708,151647,162476,170979
"Monroe County,  Ohio",39111,101358,102208,110183,116205,122287
"Morgan County,  Ohio",39115,97070,94968,101554,105535,111058
"Muskingum County,  Ohio",39119,122602,117949,126285,139129,146411
"Noble County,  Ohio",39121,95751,95807,103553,106169,111726
"Paulding County,  Ohio",39125,101028,97066,99239,102471,107835
"Perry County,  Ohio",39127,100918,107560,113235,120536,126844
"Pike County,  Ohio",39131,104436,105041,112078,123705,130180
"Putnam County,  Ohio",39137,152697,154467,159539,164588,173202
"Ross County,  Ohio",39141,123551,128967,149542,134798,141852
"Sandusky County,  Ohio",39143,121036,117424,119023,121909,128290
"Scioto County,  Ohio",39145,94350,106091,104921,121593,127956
"Seneca County,  Ohio",39147,106525,103467,107131,112507,118396
"Shelby County,  Ohio",39149,142913,144603,146385,153813,161863
"Tuscarawas County,  Ohio",39157,131878,133374,148490,154341,162419
"Van Wert County,  Ohio",39161,105316,103887,107763,110817,116617
"Vinton County,  Ohio",39163,89046,89931,95345,96661,101720
"Wayne County,  Ohio",39169,146215,156985,163959,170187,179094
"Williams County,  Ohio",39171,105316,98850,103448,111345,117173
"Wyandot County,  Ohio",39175,116749,116060,121865,129093,135849
"Richland County,  Ohio",39139,108621,113420,124427,124615,132822
"Greene County,  Ohio",39057,170071,183490,196073,201722,212962
"Miami County,  Ohio",39109,154552,157506,171324,173601,183275
"Montgomery County,  Ohio",39113,118943,126692,134307,133597,141041
"Preble County,  Ohio",39135,123428,125511,127266,132748,140145
"Jefferson County,  Ohio",39081,94544,99194,97465,104760,108218
"Fulton County,  Ohio",39051,144130,140551,144093,145455,152959
"Lucas County,  Ohio",39095,113048,121352,124004,130720,137464
"Ottawa County,  Ohio",39123,154481,151716,156083,159980,168233
"Wood County,  Ohio",39173,166962,180411,176067,181977,191365
"Brown County,  Ohio",39015,128322,125634,130658,139927,147664
"Butler County,  Ohio",39017,177518,177752,190267,204607,215919
"Clermont County,  Ohio",39025,177411,171078,179562,205347,216700
"Hamilton County,  Ohio",39061,155113,160591,170117,182096,192164
"Warren County,  Ohio",39165,221897,226163,249246,264531,279156
"Cuyahoga County,  Ohio",39035,133087,138339,147290,151960,159937
"Geauga County,  Ohio",39055,233545,272266,260166,275674,290145
"Lake County,  Ohio",39085,161438,165649,170056,174154,183297
"Lorain County,  Ohio",39093,153841,150839,166138,174154,183297
"Medina County,  Ohio",39103,198240,209242,221094,222365,234039
"Delaware County,  Ohio",39041,318120,321925,337455,360218,382315
"Fairfield County,  Ohio",39045,187214,199675,202790,226171,240045
"Franklin County,  Ohio",39049,176622,185090,196673,216513,229795
"Licking County,  Ohio",39089,175506,181659,199204,206112,218755
"Madison County,  Ohio",39097,179696,168040,171048,176713,187553
"Morrow County,  Ohio",39117,159944,149488,152804,162172,172121
"Pickaway County,  Ohio",39129,177890,163000,166408,173316,183948
"Union County,  Ohio",39159,206193,199460,207219,216301,229570
"Belmont County,  Ohio",39013,94539,120033,98722,107868,109513
"Portage County,  Ohio",39133,175679,163122,178066,169860,178489
"Summit County,  Ohio",39153,147583,149859,162745,164170,172510
"Mahoning County,  Ohio",39099,106155,108552,119092,115024,121440
"Trumbull County,  Ohio",39155,106369,108041,109436,105658,111551
"Canadian County,  Oklahoma",40017,165146,172930,173841,175562,184585
"Cleveland County,  Oklahoma",40027,164935,168986,180209,180141,189399
"Grady County,  Oklahoma",40051,126402,121653,133512,139763,146946
"Lincoln County,  Oklahoma",40081,113444,107329,114302,115307,121233
"Logan County,  Oklahoma",40083,162436,158917,170551,176395,185461
"McClain County,  Oklahoma",40087,173462,172723,182225,184720,194214
"Oklahoma County,  Oklahoma",40109,150537,158087,166412,171087,179880
"Adair County,  Oklahoma",40001,84630,81901,87632,90669,94627
"Alfalfa County,  Oklahoma",40003,71371,75143,82805,88702,92575
"Atoka County,  Oklahoma",40005,94352,99249,103689,106505,111155
"Beaver County,  Oklahoma",40007,98661,107420,106838,104746,109318
"Beckham County,  Oklahoma",40009,135231,118111,126043,132899,138701
"Blaine County,  Oklahoma",40011,86066,84523,87002,88081,91927
"Bryan County,  Oklahoma",40013,99545,99754,113030,121513,126818
"Caddo County,  Oklahoma",40015,86618,82607,86583,87875,91711
"Carter County,  Oklahoma",40019,107168,109941,117962,116959,122065
"Cherokee County,  Oklahoma",40021,119432,112261,121636,122134,127466
"Choctaw County,  Oklahoma",40023,89381,89567,100226,100191,104565
"Cimarron County,  Oklahoma",40025,65737,57895,58561,58480,61032
"Coal County,  Oklahoma",40029,88497,88558,89101,86736,90523
"Cotton County,  Oklahoma",40033,88276,78270,79131,79387,82853
"Craig County,  Oklahoma",40035,100097,96930,109881,112819,117744
"Custer County,  Oklahoma",40039,131475,128702,142205,147493,153931
"Delaware County,  Oklahoma",40041,120427,110950,120586,122031,127358
"Dewey County,  Oklahoma",40043,93026,87449,98337,101123,105538
"Ellis County,  Oklahoma",40045,90375,84423,88892,92946,97004
"Garfield County,  Oklahoma",40047,107058,104898,112085,116545,121633
"Garvin County,  Oklahoma",40049,97225,94206,99911,101951,106402
"Grant County,  Oklahoma",40053,80873,77059,82385,83838,87498
"Greer County,  Oklahoma",40055,68057,66368,75248,79180,82637
"Harmon County,  Oklahoma",40057,56677,50129,65698,68830,71834
"Harper County,  Oklahoma",40059,81868,76958,83434,79905,83393
"Haskell County,  Oklahoma",40061,88497,88255,94034,99467,103809
"Hughes County,  Oklahoma",40063,74686,69999,74304,75661,78964
"Jackson County,  Oklahoma",40065,99766,98644,103899,110231,115044
"Jefferson County,  Oklahoma",40067,62533,60215,65593,68727,71727
"Johnston County,  Oklahoma",40069,86398,80186,83014,83631,87282
"Kay County,  Oklahoma",40071,87060,84826,93194,95327,99488
"Kingfisher County,  Oklahoma",40073,134899,137376,147453,149770,156308
"Kiowa County,  Oklahoma",40075,66621,63039,65173,65104,67946
"Latimer County,  Oklahoma",40077,88938,81800,90466,90048,93979
"Love County,  Oklahoma",40085,98329,95417,111665,115614,120661
"McCurtain County,  Oklahoma",40089,81426,78673,85638,86219,89982
"McIntosh County,  Oklahoma",40091,99545,96123,100751,104435,108995
"Major County,  Oklahoma",40093,98661,94811,99386,105367,109966
"Marshall County,  Oklahoma",40095,94684,87347,92355,92843,96896
"Mayes County,  Oklahoma",40097,114902,107621,115339,116752,121849
"Murray County,  Oklahoma",40099,97777,108025,125938,131449,137188
"Muskogee County,  Oklahoma",40101,102665,107924,118697,99881,104241
"Noble County,  Oklahoma",40103,96672,95618,100541,107126,111803
"Nowata County,  Oklahoma",40105,84298,82304,87632,90773,94735
"Okfuskee County,  Oklahoma",40107,84409,79783,79656,84252,87930
"Ottawa County,  Oklahoma",40115,91259,85028,89311,89323,93223
"Payne County,  Oklahoma",40119,162711,157751,170961,175335,182990
"Pittsburg County,  Oklahoma",40121,104406,99249,107258,110542,115367
"Pontotoc County,  Oklahoma",40123,119100,121339,131921,133830,139673
"Pottawatomie County,  Oklahoma",40125,110223,119926,132655,138592,144642
"Pushmataha County,  Oklahoma",40127,80210,74034,82385,83320,86958
"Roger Mills County,  Oklahoma",40129,95126,107016,119012,113440,118392
"Seminole County,  Oklahoma",40133,76453,71815,76508,77007,80369
"Stephens County,  Oklahoma",40137,108715,104898,110721,111474,116340
"Texas County,  Oklahoma",40139,102418,110244,111141,119133,124334
"Tillman County,  Oklahoma",40141,62533,54567,55728,58790,61357
"Washington County,  Oklahoma",40147,122967,113572,122895,124826,130275
"Washita County,  Oklahoma",40149,85734,80892,86688,87668,91495
"Woods County,  Oklahoma",40151,97446,93904,103270,110749,115583
